"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2020","63.66","62.56","63.81","62.24","17.66M","1.76%"
"12/29/2019","62.56","63.24","63.72","62.42","14.42M","-1.42%"
"12/22/2019","63.46","63.76","63.95","62.90","10.43M","-0.63%"
"12/15/2019","63.86","60.99","64.25","60.98","44.14M","5.10%"
"12/08/2019","60.76","62.14","62.27","60.09","29.74M","-2.22%"
"12/01/2019","62.14","61.84","62.95","61.35","21.25M","0.24%"
"11/24/2019","61.99","62.89","63.29","61.90","19.98M","-1.43%"
"11/17/2019","62.89","62.26","63.08","61.78","18.07M","1.11%"
"11/10/2019","62.20","61.27","62.69","60.42","22.57M","1.53%"
"11/03/2019","61.26","62.33","62.37","60.38","20.72M","-1.61%"
"10/27/2019","62.26","61.09","63.09","60.69","23.99M","1.48%"
"10/20/2019","61.35","60.98","62.07","60.96","14.15M","0.34%"
"10/13/2019","61.14","61.63","61.74","60.45","19.72M","-0.62%"
"10/06/2019","61.52","62.00","62.11","61.28","17.19M","-0.85%"
"09/29/2019","62.05","61.83","62.18","60.87","19.74M","0.45%"
"09/22/2019","61.77","61.06","62.36","60.88","19.28M","1.08%"
"09/15/2019","61.11","60.20","61.25","59.72","23.58M","1.63%"
"09/08/2019","60.13","59.46","60.38","58.57","23.36M","0.75%"
"09/01/2019","59.68","58.28","60.65","58.24","25.58M","2.44%"
"08/25/2019","58.26","57.71","58.68","57.59","27.50M","1.01%"
"08/18/2019","57.68","57.40","58.84","57.23","22.35M","0.35%"
"08/11/2019","57.48","58.43","58.78","56.89","38.49M","-1.46%"
"08/04/2019","58.33","57.51","58.56","55.38","22.86M","1.69%"
"07/28/2019","57.36","55.95","57.75","55.02","27.97M","2.91%"
"07/21/2019","55.74","55.40","55.83","54.87","16.83M","0.85%"
"07/14/2019","55.27","55.54","56.24","55.25","19.25M","-0.72%"
"07/07/2019","55.67","56.47","57.08","55.57","17.71M","-1.22%"
"06/30/2019","56.36","55.10","56.54","54.44","13.05M","1.95%"
"06/23/2019","55.28","56.33","56.54","54.66","20.17M","-1.76%"
"06/16/2019","56.27","55.63","56.32","54.78","25.63M","1.11%"
"06/09/2019","55.65","54.71","55.79","54.12","18.26M","1.72%"
"06/02/2019","54.71","53.50","55.95","53.15","22.53M","2.26%"
"05/26/2019","53.50","54.40","54.47","52.78","15.18M","-1.56%"
"05/19/2019","54.35","53.99","54.76","53.80","18.27M","0.98%"
"05/12/2019","53.82","53.30","54.28","53.01","24.92M","0.84%"
"05/05/2019","53.37","53.16","53.42","52.16","19.80M","0.24%"
"04/28/2019","53.24","52.44","53.37","52.04","24.92M","1.33%"
"04/21/2019","52.54","51.96","53.00","51.45","16.18M","1.12%"
"04/14/2019","51.96","52.50","52.98","51.90","17.82M","-1.03%"
"04/07/2019","52.50","51.62","52.51","51.28","20.41M","1.65%"
"03/31/2019","51.65","51.68","51.71","50.89","21.63M","-0.06%"
"03/24/2019","51.68","52.00","52.65","51.21","20.34M","-0.39%"
"03/17/2019","51.88","51.88","52.31","50.76","24.09M","0.04%"
"03/10/2019","51.86","50.91","51.95","50.85","28.30M","1.89%"
"03/03/2019","50.90","50.10","50.90","49.62","20.78M","1.84%"
"02/24/2019","49.98","50.25","50.29","49.01","25.50M","-0.77%"
"02/17/2019","50.37","48.54","50.54","48.42","31.55M","3.73%"
"02/10/2019","48.56","49.05","49.62","48.45","21.56M","-1.14%"
"02/03/2019","49.12","48.10","49.18","47.81","20.86M","1.30%"
"01/27/2019","48.49","47.51","48.68","47.11","24.05M","2.08%"
"01/20/2019","47.50","46.96","48.17","46.49","19.72M","0.59%"
"01/13/2019","47.22","46.19","47.24","45.55","24.83M","1.31%"
