"Date","Price","Open","High","Low","Vol.","Change %"
"12/26/2021","51.96","52.69","53.09","51.88","78.48M","-1.37%"
"12/19/2021","52.68","52.73","53.34","52.06","78.73M","-0.92%"
"12/12/2021","53.17","50.10","53.22","49.69","177.99M","5.94%"
"12/05/2021","50.19","51.64","51.93","49.87","112.77M","-2.39%"
"11/28/2021","51.42","51.61","51.85","49.74","144.80M","-0.73%"
"11/21/2021","51.80","50.85","52.20","50.65","76.79M","1.85%"
"11/14/2021","50.86","52.44","52.62","50.67","88.43M","-2.83%"
"11/07/2021","52.34","52.30","52.76","51.91","73.62M","0.19%"
"10/31/2021","52.24","53.24","53.37","51.20","91.58M","-1.42%"
"10/24/2021","52.99","52.97","53.20","52.41","82.32M","0.11%"
"10/17/2021","52.93","52.16","53.93","51.64","101.45M","1.26%"
"10/10/2021","52.27","53.26","53.29","50.86","156.26M","-1.82%"
"10/03/2021","53.24","54.45","54.85","53.22","92.17M","-1.95%"
"09/26/2021","54.30","54.45","54.69","53.92","84.83M","-0.13%"
"09/19/2021","54.37","54.06","54.64","54.01","80.63M","0.17%"
"09/12/2021","54.28","54.40","54.98","54.06","98.25M","0.09%"
"09/05/2021","54.23","55.38","55.50","54.22","62.68M","-2.16%"
"08/29/2021","55.43","54.74","55.50","54.58","66.56M","1.21%"
"08/22/2021","54.77","55.55","55.71","54.53","70.58M","-1.35%"
"08/15/2021","55.52","55.92","56.20","55.19","63.24M","-0.63%"
"08/08/2021","55.87","55.28","55.98","55.00","56.07M","1.18%"
"08/01/2021","55.22","56.06","56.26","55.21","68.29M","-1.00%"
"07/25/2021","55.78","55.88","56.33","55.47","71.85M","-0.18%"
"07/18/2021","55.88","56.17","56.85","55.31","98.61M","-1.03%"
"07/11/2021","56.46","55.99","56.79","55.88","65.24M","0.70%"
"07/04/2021","56.07","56.48","56.58","55.55","60.35M","-0.66%"
"06/27/2021","56.44","56.38","56.57","55.76","66.69M","0.11%"
"06/20/2021","56.38","56.07","56.78","55.98","73.95M","1.00%"
"06/13/2021","55.82","57.19","57.44","55.57","93.16M","-2.63%"
"06/06/2021","57.33","57.23","57.61","56.79","66.65M","0.05%"
"05/30/2021","57.30","56.75","57.37","56.17","54.68M","1.43%"
"05/23/2021","56.49","57.09","57.30","56.02","87.73M","-0.74%"
"05/16/2021","56.91","58.89","59.07","56.35","105.42M","-3.03%"
"05/09/2021","58.69","59.08","59.85","57.96","82.33M","-0.05%"
"05/02/2021","58.72","58.23","59.37","57.87","87.78M","1.61%"
"04/25/2021","57.79","57.36","57.86","56.20","84.83M","0.86%"
"04/18/2021","57.30","58.50","58.84","56.78","85.97M","-1.68%"
"04/11/2021","58.28","57.66","58.48","57.16","82.15M","1.37%"
"04/04/2021","57.49","58.53","59.46","57.25","70.09M","-1.39%"
"03/28/2021","58.30","58.09","58.98","57.74","64.23M","0.21%"
"03/21/2021","58.18","55.87","58.25","55.77","93.24M","3.45%"
"03/14/2021","56.24","55.81","56.52","55.10","114.92M","1.10%"
"03/07/2021","55.63","55.95","57.29","55.47","115.77M","-0.66%"
"02/28/2021","56.00","55.49","56.20","54.40","107.86M","1.27%"
"02/21/2021","55.30","56.53","57.53","55.29","104.15M","-2.04%"
"02/14/2021","56.45","54.11","57.61","53.83","102.16M","4.15%"
"02/07/2021","54.20","55.37","55.48","54.18","89.48M","-2.02%"
"01/31/2021","55.32","55.27","55.67","54.17","80.26M","1.04%"
"01/24/2021","54.75","57.47","58.62","54.47","147.81M","-4.73%"
"01/17/2021","57.47","57.44","57.69","56.66","68.71M","0.16%"
"01/10/2021","57.38","57.75","58.05","56.66","89.51M","-0.73%"
"01/03/2021","57.80","58.96","59.54","57.37","105.52M","-1.62%"
"12/27/2020","58.75","59.16","59.24","58.02","62.21M","-0.15%"
"12/20/2020","58.84","60.06","60.13","58.66","53.29M","-2.68%"
"12/13/2020","60.46","60.61","61.06","59.61","92.75M","0.18%"
"12/06/2020","60.35","61.52","61.82","59.97","70.05M","-1.95%"
"11/29/2020","61.55","60.32","61.95","60.19","72.73M","1.60%"
"11/22/2020","60.58","60.01","60.80","60.00","43.46M","0.90%"
"11/15/2020","60.04","60.81","61.46","59.90","64.58M","-1.67%"
"11/08/2020","61.06","60.04","61.41","59.51","82.47M","4.32%"
"11/01/2020","58.53","57.67","58.97","56.58","79.71M","2.70%"
"10/25/2020","56.99","57.52","57.85","56.02","82.95M","-1.67%"
"10/18/2020","57.96","58.15","58.29","56.51","85.79M","-0.16%"
"10/11/2020","58.05","59.33","59.72","57.72","85.93M","-2.16%"
"10/04/2020","59.33","59.63","59.97","58.97","60.77M","0.15%"
"09/27/2020","59.24","59.56","59.79","59.03","63.56M","-0.25%"
"09/20/2020","59.39","60.00","60.37","58.65","65.04M","-1.59%"
"09/13/2020","60.35","60.02","61.10","60.00","71.66M","0.94%"
"09/06/2020","59.79","60.80","60.80","59.36","64.10M","-1.14%"
"08/30/2020","60.48","59.04","61.50","58.78","95.00M","2.06%"
"08/23/2020","59.26","59.10","59.79","58.82","60.62M","0.46%"
"08/16/2020","58.99","58.73","59.47","58.53","48.44M","0.34%"
"08/09/2020","58.79","58.65","59.61","58.19","51.90M","0.44%"
"08/02/2020","58.53","57.87","58.55","57.12","58.06M","1.83%"
"07/26/2020","57.48","57.00","57.70","56.51","63.93M","1.11%"
"07/19/2020","56.85","56.28","57.57","55.37","69.12M","0.98%"
"07/12/2020","56.30","54.75","56.60","54.14","71.86M","3.32%"
"07/05/2020","54.49","55.35","55.44","53.75","73.14M","-0.55%"
"06/28/2020","54.79","53.31","55.40","53.31","61.99M","3.07%"
"06/21/2020","53.16","55.91","56.26","52.85","105.18M","-5.34%"
"06/14/2020","56.16","55.73","57.47","55.28","78.37M","-0.65%"
"06/07/2020","56.53","57.65","58.22","55.79","83.68M","-2.10%"
"05/31/2020","57.74","56.70","58.12","55.54","84.80M","0.63%"
"05/24/2020","57.38","54.90","57.79","54.18","87.59M","6.06%"
"05/17/2020","54.10","55.65","56.20","53.67","93.77M","-1.11%"
"05/10/2020","54.71","56.87","56.90","53.85","72.39M","-4.02%"
"05/03/2020","57.00","56.85","57.03","55.17","60.38M","0.30%"
"04/26/2020","56.83","57.93","58.60","56.53","78.65M","-1.90%"
"04/19/2020","57.93","58.10","58.91","56.72","72.00M","-0.91%"
"04/12/2020","58.46","57.39","58.68","56.36","81.00M","1.78%"
"04/05/2020","57.44","55.77","58.10","54.98","80.00M","5.01%"
"03/29/2020","54.70","53.49","55.50","52.16","98.36M","3.66%"
"03/22/2020","52.77","50.61","53.90","48.84","176.38M","1.87%"
"03/15/2020","51.80","50.90","55.93","49.02","188.34M","-4.38%"
"03/08/2020","54.17","54.37","57.58","50.75","178.72M","-4.75%"
"03/01/2020","56.87","55.16","58.25","54.88","119.62M","5.00%"
"02/23/2020","54.16","58.17","58.69","52.18","126.50M","-6.94%"
"02/16/2020","58.20","58.76","58.76","57.76","58.53M","-0.53%"
"02/09/2020","58.51","59.93","60.35","57.95","80.30M","-2.39%"
"02/02/2020","59.94","59.61","60.15","57.65","59.47M","0.84%"
"01/26/2020","59.44","59.84","61.00","58.34","71.28M","-1.39%"
"01/19/2020","60.28","60.20","60.82","60.00","43.00M","0.25%"
"01/12/2020","60.13","59.02","60.15","58.76","63.46M","1.93%"
"01/05/2020","58.99","60.11","60.59","58.80","77.75M","-2.33%"
"12/29/2019","60.40","61.65","61.69","60.07","39.52M","-1.84%"
"12/22/2019","61.53","62.01","62.15","61.02","32.40M","-0.87%"
"12/15/2019","62.07","60.73","62.22","60.69","98.98M","2.07%"
"12/08/2019","60.81","60.98","61.63","60.25","46.60M","-0.62%"
"12/01/2019","61.19","60.20","61.28","59.58","47.07M","1.58%"
"11/24/2019","60.24","59.83","60.53","59.13","38.18M","0.82%"
"11/17/2019","59.75","59.46","60.03","59.04","51.82M","0.40%"
"11/10/2019","59.51","59.30","59.94","58.80","47.06M","0.27%"
"11/03/2019","59.35","59.68","60.61","58.96","62.32M","-1.69%"
"10/27/2019","60.37","60.45","61.34","60.03","59.23M","0.00%"
"10/20/2019","60.37","61.01","61.32","57.92","57.96M","-1.11%"
"10/13/2019","61.05","59.93","61.30","59.56","48.48M","1.87%"
"10/06/2019","59.93","59.92","60.59","58.93","62.33M","0.05%"
"09/29/2019","59.90","60.49","60.90","58.33","54.84M","-0.66%"
