"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2019","72.90","69.13","73.89","68.70","68.73M","4.80%"
"01/20/2019","69.56","72.06","72.66","68.77","58.19M","-3.84%"
"01/13/2019","72.34","70.84","72.78","69.70","72.51M","1.29%"
"01/06/2019","71.42","72.61","72.92","70.06","65.48M","-1.80%"
"12/30/2018","72.73","72.30","73.14","70.42","51.02M","1.20%"
"12/23/2018","71.87","69.16","73.03","67.60","50.00M","3.40%"
"12/16/2018","69.51","72.44","73.32","68.86","104.96M","-4.69%"
"12/09/2018","72.93","73.85","75.40","72.33","63.38M","-0.30%"
"12/02/2018","73.15","75.82","76.46","72.30","56.51M","-3.30%"
"11/25/2018","75.65","71.50","75.80","71.31","69.82M","6.25%"
"11/18/2018","71.20","72.68","73.05","70.57","42.59M","-1.83%"
"11/11/2018","72.53","71.64","72.71","69.73","65.02M","1.61%"
"11/04/2018","71.38","68.62","72.46","66.86","68.91M","3.58%"
"10/28/2018","68.91","68.05","71.03","67.27","80.38M","2.65%"
"10/21/2018","67.13","69.58","70.07","63.03","75.64M","-2.70%"
"10/14/2018","68.99","65.97","69.28","65.73","52.89M","3.64%"
"10/07/2018","66.57","67.63","69.50","64.67","52.41M","-1.71%"
"09/30/2018","67.73","67.77","69.05","67.19","45.38M","0.13%"
"09/23/2018","67.64","67.62","68.06","66.83","32.66M","-0.24%"
"09/16/2018","67.80","66.60","68.25","66.40","44.62M","1.60%"
"09/09/2018","66.73","66.75","67.64","65.86","36.87M","0.45%"
"09/02/2018","66.43","65.19","66.54","64.75","31.28M","1.57%"
"08/26/2018","65.40","66.12","66.20","64.99","27.00M","-0.65%"
"08/19/2018","65.83","65.79","66.99","65.55","36.63M","-0.03%"
"08/12/2018","65.85","63.06","66.02","63.00","53.34M","4.52%"
"08/05/2018","63.00","63.02","63.88","62.63","37.39M","0.21%"
"07/29/2018","62.87","60.83","63.07","60.58","46.59M","3.85%"
"07/22/2018","60.54","59.66","62.17","59.48","46.48M","1.56%"
"07/15/2018","59.61","60.01","60.05","59.12","30.06M","-0.60%"
"07/08/2018","59.97","59.56","60.11","58.73","40.24M","1.11%"
"07/01/2018","59.31","57.74","59.60","57.14","31.21M","2.47%"
"06/24/2018","57.88","58.56","58.76","57.02","57.53M","-1.25%"
"06/17/2018","58.61","58.50","59.04","57.77","53.56M","-0.91%"
"06/10/2018","59.15","59.85","60.03","58.37","52.96M","-0.87%"
"06/03/2018","59.67","58.69","59.74","58.22","56.75M","3.32%"
"05/27/2018","57.75","55.86","57.98","55.33","43.08M","2.50%"
"05/20/2018","56.34","56.43","56.73","55.68","40.90M","-0.09%"
"05/13/2018","56.39","56.99","57.28","54.82","42.37M","-0.93%"
"05/06/2018","56.92","55.09","57.18","53.64","49.54M","3.36%"
"04/29/2018","55.07","56.88","57.19","53.75","56.70M","-2.89%"
"04/22/2018","56.71","57.26","58.17","56.19","67.73M","1.09%"
"04/15/2018","56.10","55.09","57.17","54.51","69.30M","2.92%"
"04/08/2018","54.51","52.44","54.75","52.02","67.16M","7.13%"
"04/01/2018","50.88","51.87","52.81","50.37","56.52M","-2.04%"
"03/25/2018","51.94","51.54","52.83","50.51","48.59M","1.98%"
"03/18/2018","50.93","53.07","53.09","50.86","54.23M","-4.05%"
"03/11/2018","53.08","53.14","53.52","51.79","64.70M","0.95%"
"03/04/2018","52.58","51.72","52.63","51.25","50.79M","1.45%"
"02/25/2018","51.83","52.44","53.58","50.65","54.65M","-0.94%"
"02/18/2018","52.32","53.51","53.53","51.89","44.08M","-2.52%"
"02/11/2018","53.67","52.78","54.34","51.70","62.97M","2.58%"
"02/04/2018","52.32","55.56","56.21","50.88","103.75M","-6.30%"
"01/28/2018","55.84","59.07","59.25","55.57","62.32M","-5.61%"
"01/21/2018","59.16","58.12","59.24","57.90","56.87M","1.25%"
"01/14/2018","58.43","58.88","60.82","57.81","102.05M","4.47%"
"01/07/2018","55.93","54.55","56.08","53.84","50.25M","2.93%"
"12/31/2017","54.34","53.96","54.75","53.36","45.18M","1.29%"
"12/24/2017","53.65","53.86","54.34","53.65","24.29M","-0.17%"
"12/17/2017","53.74","53.76","54.19","53.38","55.51M","0.21%"
"12/10/2017","53.63","52.99","54.70","52.98","69.62M","1.21%"
"12/03/2017","52.99","53.33","54.07","51.67","72.41M","-0.53%"
"11/26/2017","53.27","51.88","53.37","51.68","60.90M","2.80%"
"11/19/2017","51.82","51.53","52.30","51.14","42.61M","-1.54%"
"11/12/2017","52.63","52.74","52.94","51.87","59.80M","-0.51%"
"11/05/2017","52.90","53.44","54.08","52.59","69.06M","-1.03%"
"10/29/2017","53.45","53.16","53.66","51.88","95.97M","-3.75%"
"10/22/2017","55.53","61.05","61.52","55.13","73.13M","-8.83%"
"10/15/2017","60.91","60.54","61.13","59.96","42.74M","0.78%"
"10/08/2017","60.44","61.66","61.73","60.43","33.97M","-1.80%"
"10/01/2017","61.55","61.23","61.88","60.82","36.30M","0.82%"
"09/24/2017","61.05","62.13","62.36","60.39","37.71M","-1.69%"
"09/17/2017","62.10","62.95","63.32","62.04","40.44M","-1.57%"
"09/10/2017","63.09","61.92","63.30","61.67","47.92M","2.95%"
"09/03/2017","61.28","60.79","61.53","60.51","29.51M","0.69%"
"08/27/2017","60.86","60.18","61.12","59.81","38.17M","1.42%"
"08/20/2017","60.01","58.62","60.35","58.58","32.17M","2.35%"
"08/13/2017","58.63","59.99","60.10","58.32","35.46M","-1.43%"
"08/06/2017","59.48","60.02","60.16","59.28","34.75M","-1.15%"
"07/30/2017","60.17","61.26","61.32","60.01","37.60M","-1.57%"
"07/23/2017","61.13","59.63","61.55","58.85","58.29M","2.36%"
